X3_2046_B	X7_2472_B	X9_2492_B	X11_2653_B	X15_2677_B	X17_2691_B	X23_2817_B	X25_2852_B
ENSG00000241853	0	0	0	0	0	0	0	0
ENSG00000241877	0	0	0	0	0	0	0	0
ENSG00000241923	0	1	0	1	4	0	1	2
ENSG00000242034	0	0	1	0	0	0	0	0
ENSG00000242083	0	0	0	0	0	0	0	0
ENSG00000242134	0	0	0	0	0	1	0	0
ENSG00000242169	2	5	0	1	2	2	5	2
ENSG00000242175	0	0	0	0	0	1	1	0
ENSG00000242209	0	0	0	0	0	0	0	0
ENSG00000242262	2	2	0	4	3	1	2	1
ENSG00000242318	0	3	3	0	0	0	0	2
ENSG00000242358	0	0	1	0	0	0	0	0
ENSG00000242640	0	2	0	0	0	0	0	0
ENSG00000242686	0	0	1	1	1	7	4	2
ENSG00000242697	0	0	0	1	0	0	0	0
ENSG00000242882	0	1	0	0	0	0	1	0
ENSG00000243005	0	0	0	0	0	0	0	0
ENSG00000243175	14	8	14	2	8	1	2	5
ENSG00000243199	20	21	7	17	13	9	23	21
ENSG00000243260	8	4	4	0	2	1	2	0
ENSG00000243280	0	0	0	0	0	2	4	0
ENSG00000243312	19	9	5	22	16	7	10	27
ENSG00000243383	1	0	1	0	0	0	0	0
ENSG00000243417	1	3	2	1	1	0	0	1
ENSG00000243449	186	310	109	95	308	155	455	467
ENSG00000243548	0	0	1	0	0	0	0	0
ENSG00000243894	0	0	0	0	0	0	0	0
ENSG00000244004	0	0	0	0	0	0	1	0
ENSG00000244021	0	1	1	1	1	0	0	3
ENSG00000244459	8	27	10	7	13	15	17	7
ENSG00000244538	8	17	5	19	8	2	13	4
ENSG00000245067	23	35	29	42	159	85	106	116
ENSG00000245112	6	2	4	5	10	6	15	11
ENSG00000245213	16	4	3	10	22	6	36	8
ENSG00000245293	1	2	1	1	0	0	0	0
ENSG00000245322	8	5	2	0	3	1	4	7
ENSG00000245384	0	1	0	1	2	1	1	2
ENSG00000245468	3	1	5	5	5	10	6	5
ENSG00000245685	1	3	4	2	1	1	2	6
ENSG00000245748	9	3	11	13	10	10	23	9
ENSG00000245928	2	1	0	0	1	0	0	0
ENSG00000245954	6	6	4	6	9	21	7	0
ENSG00000245958	188	164	183	159	147	142	245	98
ENSG00000246090	121	92	25	12	27	13	19	11
ENSG00000246095	4	2	1	0	3	2	1	1
ENSG00000246375	1	7	1	0	9	6	1	0
ENSG00000246448	0	0	0	0	1	0	0	0
ENSG00000246526	12	22	9	7	16	20	8	3
ENSG00000246560	8	13	11	18	19	13	23	25
ENSG00000246876	0	0	0	0	1	0	0	1
ENSG00000247130	0	0	1	0	0	1	1	0
ENSG00000247193	0	0	0	0	0	0	0	0
ENSG00000247624	1	0	1	0	2	2	1	0
ENSG00000247708	17	33	22	15	31	13	43	36
ENSG00000247775	0	1	0	0	0	0	0	0
ENSG00000247950	23	21	9	8	26	5	23	20
ENSG00000248019	61	58	72	9	50	65	56	17
ENSG00000248049	129	129	109	141	181	127	412	248
ENSG00000248104	0	0	0	0	0	0	0	0
ENSG00000248113	0	0	0	0	0	0	0	2
ENSG00000248115	0	0	0	0	0	0	0	0
ENSG00000248122	0	0	0	0	0	0	0	0
ENSG00000248133	0	0	0	0	0	0	0	0
ENSG00000248138	1	0	2	1	2	0	1	0
ENSG00000248144	7	9	0	32	20	0	3	2
ENSG00000248155	2	1	1	1	4	1	3	0
ENSG00000248161	1	14	12	6	4	4	5	8
ENSG00000248165	0	0	0	0	0	0	0	0
ENSG00000248174	0	2	1	0	1	0	0	1
ENSG00000248176	0	0	0	0	0	1	0	0
ENSG00000248180	1	0	0	0	0	0	0	1
ENSG00000248187	2	1	0	0	0	1	0	0
ENSG00000248188	0	0	0	0	0	0	0	0
ENSG00000248196	0	0	1	0	0	1	0	0
ENSG00000248197	0	0	0	0	0	0	0	0
ENSG00000248206	0	1	0	0	0	0	0	0
ENSG00000248208	2	3	2	1	0	2	2	0
ENSG00000248213	0	0	0	0	0	0	1	0
ENSG00000248215	0	0	0	0	1	0	0	1
ENSG00000248221	0	1	0	0	0	0	0	0
ENSG00000248227	0	0	0	0	0	0	0	0
ENSG00000248228	0	0	0	0	0	0	0	0
ENSG00000248229	0	0	1	0	0	0	0	0
ENSG00000248238	0	0	0	0	0	1	0	0
ENSG00000248242	0	0	0	0	1	0	0	0
ENSG00000248254	0	1	0	1	1	0	0	1
ENSG00000248256	0	0	0	0	0	0	0	0
ENSG00000248280	2	3	0	0	4	0	6	3
ENSG00000248282	0	0	0	0	0	0	0	0
ENSG00000248283	1	1	0	0	0	0	0	0
ENSG00000248300	0	0	0	0	0	0	0	0
ENSG00000248302	0	0	0	0	0	0	0	0
ENSG00000248305	0	1	0	0	0	0	0	1
ENSG00000248319	0	0	1	0	0	0	0	0
ENSG00000248327	0	0	0	0	0	0	0	0
ENSG00000248329	0	0	2	45	17	55	10	25
ENSG00000248330	0	0	1	0	0	0	0	0
ENSG00000248338	0	0	0	0	0	0	0	0
ENSG00000248339	0	0	0	0	0	0	1	0
ENSG00000248356	0	0	0	0	0	0	0	0
ENSG00000248360	2	3	2	113	115	62	421	203
ENSG00000248370	0	31	0	0	0	0	0	0
ENSG00000248373	0	0	0	0	0	0	0	0
ENSG00000248375	0	0	0	0	1	0	0	0
ENSG00000248394	7	3	9	1	6	2	5	2
ENSG00000248397	0	0	0	0	0	0	0	0
ENSG00000248399	0	0	0	0	2	0	0	0
ENSG00000248401	0	0	0	1	0	0	0	0
ENSG00000248408	0	0	0	0	0	0	0	0
ENSG00000248416	0	0	0	0	0	0	0	0
ENSG00000248429	19	20	22	409	322	96	179	278
ENSG00000248431	0	0	0	0	0	0	119	0
ENSG00000248432	0	0	0	0	0	0	0	0
ENSG00000248434	0	0	0	0	0	0	0	0
ENSG00000248452	0	0	0	0	0	0	0	0
ENSG00000248466	2	0	3	0	1	0	1	0
ENSG00000248479	0	0	0	0	0	0	0	0
ENSG00000248491	0	0	2	1	1	0	0	0
ENSG00000248494	0	1	0	0	0	0	1	0
ENSG00000248505	0	0	0	1	1	0	0	0
ENSG00000248506	0	0	0	0	0	0	0	0
ENSG00000248510	0	0	0	0	0	0	0	0
ENSG00000248515	3	2	2	0	1	1	0	0
ENSG00000248516	0	0	0	0	0	0	0	0
ENSG00000248517	3	1	0	0	0	0	0	0
ENSG00000248521	0	0	1	0	0	0	0	0
ENSG00000248532	0	0	0	0	1	0	0	0
ENSG00000248545	0	0	0	0	0	0	0	0
ENSG00000248546	0	0	0	0	0	0	0	0
ENSG00000248547	0	0	0	0	0	0	0	0
ENSG00000248551	0	0	0	0	0	0	0	1
ENSG00000248564	0	0	0	0	0	0	0	0
ENSG00000248565	0	0	0	0	0	0	1	0
ENSG00000248571	22	6	9	0	3	1	1	0
ENSG00000248583	0	0	0	0	0	0	0	0
ENSG00000248608	0	0	1	0	0	0	1	0
ENSG00000248613	0	0	0	0	0	0	0	0
ENSG00000248632	5	0	6	1	4	10	3	0
ENSG00000248635	0	0	0	0	0	0	2	0
ENSG00000248639	0	0	0	0	1	0	0	0
ENSG00000248641	0	2	0	0	0	0	0	0
ENSG00000248645	0	0	0	0	0	0	0	0
ENSG00000248654	0	0	1	0	0	1	0	0
ENSG00000248669	0	0	0	0	0	0	0	0
ENSG00000248676	0	0	0	0	0	0	0	0
ENSG00000248694	0	0	0	0	0	0	0	1
ENSG00000248697	0	1	0	1	1	0	0	0
ENSG00000248698	1	1	1	3	0	4	0	22
ENSG00000248713	2	10	2	0	1	0	0	0
ENSG00000248719	0	0	0	0	0	0	0	0
ENSG00000248725	0	2	0	0	0	0	0	0
ENSG00000248740	0	0	0	2	0	0	0	2
ENSG00000248747	0	0	0	0	0	0	0	0
ENSG00000248749	0	0	0	0	1	0	0	1
ENSG00000248771	0	0	1	0	1	0	2	14
ENSG00000248774	3	1	2	3	2	0	1	1
ENSG00000248778	1	0	0	0	0	1	1	2
ENSG00000248780	11	3	1	1	0	1	1	0
ENSG00000248785	0	1	0	0	0	0	0	0
ENSG00000248795	0	0	1	0	0	1	0	1
ENSG00000248809	0	0	2	0	0	0	0	2
ENSG00000248810	19	1	2	0	0	7	1	53
ENSG00000248817	0	0	0	0	0	1	0	0
ENSG00000248828	0	1	0	0	0	0	0	2
ENSG00000248837	0	0	0	0	0	0	0	0
ENSG00000248840	1	2	0	0	0	4	2	1
ENSG00000248848	0	0	0	0	0	0	0	0
ENSG00000248851	0	0	0	0	0	2	0	0
ENSG00000248863	13	17	13	1	13	2	10	5
ENSG00000248866	36	38	12	41	94	32	81	36
ENSG00000248869	0	0	0	1	0	0	0	1
ENSG00000248880	0	0	0	0	0	0	0	0
ENSG00000248886	0	0	1	0	0	0	0	0
ENSG00000248890	3	0	2	9	3	3	0	3
ENSG00000248924	0	0	1	0	0	0	0	1
ENSG00000248936	3	0	1	1	4	1	5	6
ENSG00000248939	0	0	0	0	0	0	0	0
ENSG00000248956	0	0	0	0	0	0	0	0
ENSG00000248971	6	16	3	3	5	9	4	2
ENSG00000248980	5	6	5	3	12	5	10	2
ENSG00000248986	0	0	0	0	0	0	0	0
ENSG00000248988	0	0	0	0	6	0	3	1
ENSG00000248991	0	2	1	0	0	3	0	0
ENSG00000248998	0	0	0	0	0	0	0	0
ENSG00000249001	2	2	3	0	21	2	38	4
ENSG00000249002	0	0	0	0	0	0	0	0
ENSG00000249003	0	0	0	0	0	0	0	0
ENSG00000249004	0	1	0	0	0	0	0	0
ENSG00000249006	1	1	1	0	1	1	0	1
ENSG00000249012	0	0	0	0	0	0	0	0
ENSG00000249013	0	0	0	0	0	1	0	0
ENSG00000249036	0	0	1	0	0	0	0	0
ENSG00000249055	0	0	0	0	0	0	0	0
ENSG00000249064	0	0	0	0	0	0	0	2
ENSG00000249066	0	0	0	0	0	0	0	0
ENSG00000249077	0	0	0	0	0	0	0	0
ENSG00000249091	0	0	1	0	1	0	0	1
ENSG00000249096	122	169	196	27	12	8	13	4
ENSG00000249125	0	0	0	0	0	1	0	0
ENSG00000249138	4	6	5	1	0	1	0	1
ENSG00000249173	0	0	1	1	1	1	0	0
ENSG00000249193	1	2	0	0	0	0	1	0
ENSG00000249200	0	0	0	0	0	0	0	0
ENSG00000249207	5	0	2	1	3	1	6	1
ENSG00000249212	3	2	1	0	0	0	1	0
ENSG00000249228	1	0	0	0	0	0	0	0
ENSG00000249235	0	0	0	0	0	0	0	0
ENSG00000249241	0	2	0	2	1	0	0	0
ENSG00000249242	74	44	60	762	2273	452	96	2588
ENSG00000249244	0	0	0	0	0	0	0	0
ENSG00000249245	0	0	0	0	0	0	0	0
ENSG00000249252	1	0	0	0	1	0	0	1
ENSG00000249264	20	26	20	24	25	18	22	23
ENSG00000249275	0	0	0	0	0	0	0	0
ENSG00000249307	3	1	2	13	5	7	5	7
ENSG00000249309	0	0	0	0	0	0	0	0
ENSG00000249311	0	0	0	0	0	0	0	0
ENSG00000249320	0	0	0	0	1	1	0	0
ENSG00000249334	0	0	2	0	0	0	0	0
ENSG00000249337	0	0	0	0	0	0	1	0
ENSG00000249341	0	6	0	0	0	1	0	0
ENSG00000249348	51	18	23	14	32	27	52	37
ENSG00000249356	0	1	1	1	2	1	0	0
ENSG00000249378	4	3	4	0	2	2	0	6
ENSG00000249382	0	0	0	1	0	0	0	0
ENSG00000249392	0	0	0	0	0	0	0	0
ENSG00000249409	0	0	0	0	0	0	0	0
ENSG00000249411	1	0	0	0	0	0	0	0
ENSG00000249413	0	0	0	0	1	0	0	0
ENSG00000249416	0	0	0	0	0	0	0	0
ENSG00000249425	0	0	0	0	0	0	0	0
ENSG00000249428	1	0	0	3	3	3	9	2
ENSG00000249453	0	1	0	0	1	0	0	0
ENSG00000249462	0	0	0	0	0	1	0	0
ENSG00000249463	0	0	0	0	0	0	0	0
ENSG00000249464	1	0	0	2	0	3	1	1
ENSG00000249465	0	0	0	3	3	0	1	2
ENSG00000249500	0	0	0	1	0	0	0	0
ENSG00000249502	0	0	0	1	2	0	4	0
ENSG00000249506	0	0	0	0	2	0	0	0
ENSG00000249509	0	0	0	2	0	0	0	0
ENSG00000249513	0	0	0	0	4	0	0	0
ENSG00000249522	0	0	0	0	0	0	0	0
ENSG00000249532	1	6	4	2	3	2	7	5
ENSG00000249534	0	0	0	0	0	0	0	0
ENSG00000249563	0	0	0	0	0	0	0	0
ENSG00000249565	0	0	0	0	1	0	0	2
ENSG00000249581	0	0	0	0	0	0	0	0
ENSG00000249592	58	51	59	14	63	42	74	29
ENSG00000249599	0	0	0	41	0	0	28	1
ENSG00000249604	1	0	2	0	2	0	0	1
ENSG00000249609	0	0	0	1	1	0	0	0
ENSG00000249614	0	1	0	0	0	0	0	0
ENSG00000249627	0	0	0	0	0	0	0	0
ENSG00000249631	1	0	0	0	1	0	0	0
ENSG00000249635	5	6	2	0	2	4	4	3
ENSG00000249645	0	0	0	0	0	0	0	0
ENSG00000249646	0	0	0	0	1	1	0	0
ENSG00000249661	7	7	1	115	29	50	499	992
ENSG00000249667	0	0	0	0	0	0	0	0
ENSG00000249673	142	93	78	323	222	153	456	271
ENSG00000249675	0	0	0	0	0	0	0	0
ENSG00000249679	6	9	2	12	2	3	2	2
ENSG00000249681	0	0	0	0	0	0	0	0
ENSG00000249685	16	2	7	2	11	4	15	3
ENSG00000249690	0	0	0	0	1	0	1	0
ENSG00000249693	4	0	2	1	0	0	0	0
ENSG00000249699	0	0	0	0	0	0	1	0
ENSG00000249700	6	4	4	1	7	5	2	5
ENSG00000249706	0	0	0	0	0	0	0	1
ENSG00000249710	0	0	1	0	0	0	0	0
ENSG00000249717	0	0	0	0	0	0	0	0
ENSG00000249741	0	1	1	6	8	4	2	1
ENSG00000249755	1	0	0	1	0	0	1	1
ENSG00000249763	0	0	0	0	1	0	0	0
ENSG00000249767	0	0	0	0	0	0	0	1
ENSG00000249780	1	18	0	0	0	1	0	0
ENSG00000249784	1	0	0	0	0	0	0	0
ENSG00000249799	0	0	0	0	0	0	0	0
ENSG00000249806	1	0	1	0	1	0	2	0
ENSG00000249815	2	1	0	0	0	0	0	0
ENSG00000249828	0	0	0	0	0	0	0	0
ENSG00000249858	0	0	0	0	1	0	0	0
ENSG00000249863	13	7	5	6	8	6	14	6
ENSG00000249866	0	0	0	0	0	0	0	0
ENSG00000249885	0	0	0	1	2	0	2	0
ENSG00000249896	5	0	7	2	5	2	1	0
ENSG00000249920	0	1	0	0	0	0	0	1
ENSG00000249930	1	0	0	0	0	1	0	0
ENSG00000249934	0	0	0	0	0	0	0	0
ENSG00000249936	0	1	0	0	3	0	0	2
ENSG00000249942	0	0	0	0	0	0	0	0
ENSG00000249945	0	0	0	0	0	0	0	0
ENSG00000249948	0	1	1	2	15	1	0	1
ENSG00000249955	0	0	0	0	0	0	0	0
ENSG00000249956	0	0	0	1	0	0	74	0
ENSG00000249965	0	0	1	0	1	0	1	0
ENSG00000249988	2	1	5	0	0	0	0	0
ENSG00000250016	0	0	0	0	0	0	0	0
ENSG00000250027	0	0	0	0	0	0	0	0
ENSG00000250033	0	0	0	0	1	0	0	0
ENSG00000250039	0	1	0	0	0	0	0	0
ENSG00000250046	0	0	0	0	0	0	0	0
ENSG00000250050	1	2	0	0	0	0	0	0
ENSG00000250057	0	1	0	0	0	1	0	0
ENSG00000250062	0	0	0	0	0	1	0	0
ENSG00000250064	0	0	1	0	0	0	0	0
ENSG00000250075	12	3	1	0	1	2	0	0
ENSG00000250098	0	0	1	0	0	0	0	0
ENSG00000250102	0	0	0	0	0	0	0	4
ENSG00000250103	0	0	0	0	0	0	0	0
ENSG00000250125	0	0	0	0	0	1	0	0
ENSG00000250126	0	1	0	0	0	3	0	0
ENSG00000250131	1	3	3	1	4	2	7	3
ENSG00000250137	0	0	0	0	0	0	0	0
ENSG00000250144	2	6	1	6	5	1	3	7
ENSG00000250180	0	0	0	0	0	0	0	0
ENSG00000250189	0	0	0	0	0	0	0	0
ENSG00000250192	0	0	0	0	0	1	0	0
ENSG00000250195	0	1	0	0	0	0	0	1
ENSG00000250205	0	0	0	0	0	0	0	0
ENSG00000250215	0	0	0	0	0	0	0	0
ENSG00000250220	4	3	2	3	2	1	5	7
ENSG00000250227	0	0	0	0	1	0	0	0
ENSG00000250238	0	0	0	0	0	0	0	0
ENSG00000250241	0	0	1	0	22	7	1	0
ENSG00000250259	0	0	0	0	0	0	0	0
ENSG00000250266	0	0	0	0	0	0	0	0
ENSG00000250292	0	0	0	0	0	1	0	0
ENSG00000250293	0	0	0	0	0	0	0	0
ENSG00000250302	0	1	0	0	0	0	0	0
ENSG00000250304	0	0	0	0	0	0	0	0
ENSG00000250312	128	138	86	75	113	72	532	101
ENSG00000250317	310	269	158	198	164	221	324	242
ENSG00000250321	0	0	0	0	0	0	0	0
ENSG00000250324	0	0	0	0	0	0	0	0
ENSG00000250325	0	0	0	0	1	0	0	0
ENSG00000250326	3	0	0	5	3	1	4	3
ENSG00000250327	4	6	0	0	4	1	1	1
ENSG00000250334	0	2	3	0	5	1	1	6
ENSG00000250342	1	0	1	0	0	3	1	1
ENSG00000250344	0	0	0	0	0	0	0	0
ENSG00000250350	0	0	0	0	0	0	1	0
ENSG00000250354	0	0	0	0	0	0	0	0
ENSG00000250357	0	0	0	0	0	0	0	0
ENSG00000250361	0	0	0	0	1	0	0	0
ENSG00000250363	0	0	0	0	0	0	0	0
ENSG00000250371	5	4	2	0	1	0	0	1
ENSG00000250374	0	0	0	0	0	0	0	0
ENSG00000250376	0	0	0	0	0	0	2	0
ENSG00000250381	0	1	0	0	0	0	0	0
ENSG00000250392	0	0	0	1	0	0	0	0
ENSG00000250403	0	1	0	0	0	0	0	0
ENSG00000250406	0	0	0	0	0	0	0	0
ENSG00000250410	1	6	3	0	2	2	1	1
ENSG00000250412	2	3	0	0	2	1	0	1
ENSG00000250413	3	10	0	0	2	1	1	0
ENSG00000250425	0	0	0	0	0	0	0	0
ENSG00000250426	0	0	0	0	0	0	0	0
ENSG00000250431	0	0	4	0	0	0	0	0
ENSG00000250456	0	0	1	0	0	0	2	0
ENSG00000250467	0	0	0	0	0	0	0	0
ENSG00000250473	0	0	0	0	0	0	0	0
ENSG00000250475	0	0	0	9	25	0	1	3
ENSG00000250485	0	1	0	0	0	0	0	0
ENSG00000250486	19	2	23	9	32	9	10	21
ENSG00000250488	0	0	0	0	0	0	0	0
ENSG00000250496	0	0	0	0	0	0	0	0
ENSG00000250497	0	0	0	0	0	0	1	0
ENSG00000250501	0	1	0	0	0	1	0	0
ENSG00000250504	0	0	0	1	0	2	0	1
ENSG00000250511	0	0	0	0	0	0	0	0
ENSG00000250522	0	0	0	2	2	0	1	0
ENSG00000250523	1	0	0	0	0	1	0	0
ENSG00000250538	0	0	0	2	1	0	0	0
ENSG00000250546	0	0	0	0	12	0	0	0
ENSG00000250547	0	0	0	0	0	0	0	0
ENSG00000250566	0	0	0	0	0	0	0	0
ENSG00000250568	4	0	1	0	0	0	5	1
ENSG00000250577	0	0	0	0	0	0	0	0
ENSG00000250590	0	0	0	0	0	0	0	0
ENSG00000250596	0	0	0	0	0	0	0	0
ENSG00000250604	0	0	3	0	1	0	1	2
ENSG00000250612	0	0	0	0	272	0	0	6
ENSG00000250613	1	0	0	0	0	0	0	0
ENSG00000250620	20	30	0	0	0	1	1	1
ENSG00000250622	0	0	0	0	0	0	0	0
ENSG00000250623	0	0	0	0	1	0	0	0
ENSG00000250626	0	1	0	0	0	0	0	0
ENSG00000250634	0	0	1	0	0	0	0	0
ENSG00000250651	0	0	1	0	1	0	0	0
ENSG00000250656	0	0	0	0	1	0	0	0
ENSG00000250657	0	0	0	0	0	0	0	0
ENSG00000250658	2	2	1	0	1	0	0	0
ENSG00000250670	1	0	0	0	0	0	0	0
ENSG00000250673	0	1	1	0	0	0	0	1
ENSG00000250681	0	0	0	0	0	0	0	0
ENSG00000250696	0	0	0	3	9	1	6	0
ENSG00000250706	1	0	0	0	0	0	0	0
ENSG00000250708	0	0	0	0	0	0	0	0
ENSG00000250710	0	1	0	0	0	0	0	0
ENSG00000250723	0	0	0	0	0	0	0	0
ENSG00000250725	0	0	0	0	0	0	0	0
ENSG00000250726	1	0	0	0	0	14	0	0
ENSG00000250740	0	0	1	1	1	0	2	9
ENSG00000250746	4	2	2	2	5	2	4	0
ENSG00000250753	0	0	0	0	0	0	0	0
ENSG00000250769	0	0	0	0	0	0	0	0
ENSG00000250771	7	4	14	3	4	11	40	1
ENSG00000250775	0	0	0	0	0	1	0	0
ENSG00000250777	1	0	0	0	0	1	0	0
ENSG00000250781	1	0	0	0	0	0	0	0
ENSG00000250791	0	0	0	0	0	0	0	0
ENSG00000250804	0	0	0	0	0	0	0	1
ENSG00000250815	1	0	0	0	0	1	0	1
ENSG00000250821	1	0	0	0	0	0	0	0
ENSG00000250826	0	0	0	0	0	0	0	0
ENSG00000250829	0	0	0	0	0	0	0	0
ENSG00000250846	0	0	0	0	0	0	0	0
ENSG00000250855	0	0	0	0	0	0	0	0
ENSG00000250858	0	0	0	0	0	0	0	0
ENSG00000250863	0	1	0	0	0	0	0	0
ENSG00000250893	0	0	0	1	0	0	2	1
ENSG00000250896	0	1	0	0	0	0	1	0
ENSG00000250902	0	1	1	2	2	0	3	1
ENSG00000250906	2	0	1	1	0	1	0	2
ENSG00000250910	1	4	1	0	0	1	1	3
ENSG00000250920	0	0	0	0	0	1	0	0
ENSG00000250927	0	0	0	0	0	0	0	0
ENSG00000250938	0	2	0	2	0	0	1	2
ENSG00000250942	2	0	0	3	0	0	0	5
ENSG00000250945	1	0	0	0	0	0	0	0
ENSG00000250950	8	44	45	1	16	13	16	5
ENSG00000250954	0	0	0	0	0	0	0	1
ENSG00000250957	0	0	0	1	0	0	0	0
ENSG00000250966	5	4	0	4	3	4	2	0
ENSG00000250969	0	0	0	0	1	0	0	0
ENSG00000250971	0	0	0	0	0	0	0	0
ENSG00000250977	0	0	0	0	0	0	0	0
ENSG00000250980	0	1	0	0	1	0	1	0
ENSG00000250986	0	0	0	10	19	4	7	8
ENSG00000251009	1	1	0	0	0	0	0	0
ENSG00000251010	0	0	0	0	0	0	0	0
ENSG00000251022	550	1697	496	358	458	372	539	463
ENSG00000251046	0	0	0	0	2	1	3	2
ENSG00000251056	0	0	1	0	1	0	1	0
ENSG00000251073	2	0	2	5	14	2	4	8
ENSG00000251074	0	0	0	0	0	0	0	0
ENSG00000251075	0	0	0	0	0	0	0	0
ENSG00000251080	0	0	0	0	0	0	0	1
ENSG00000251081	0	0	0	0	0	0	0	0
ENSG00000251087	0	2	0	0	0	1	0	0
ENSG00000251095	0	0	0	1	4	0	33	13
ENSG00000251101	0	0	0	0	0	0	1	0
ENSG00000251111	0	0	0	0	0	0	0	0
ENSG00000251126	0	0	0	0	0	0	0	0
ENSG00000251128	0	0	1	0	0	0	0	0
ENSG00000251129	0	0	0	0	0	2	14	4
ENSG00000251139	1	0	0	0	0	3	0	0
ENSG00000251149	0	0	0	0	0	0	0	0
ENSG00000251152	0	0	1	0	1	1	0	1
ENSG00000251155	0	0	0	0	0	0	0	0
ENSG00000251165	1	0	0	0	0	0	0	0
ENSG00000251166	0	0	0	0	0	0	0	0
ENSG00000251173	1	5	0	0	0	0	0	0
ENSG00000251175	0	0	0	0	0	0	0	0
ENSG00000251186	1	0	0	0	0	0	0	0
ENSG00000251188	15	4	0	1	1	0	3	2
ENSG00000251199	0	0	0	0	0	0	0	0
ENSG00000251223	0	0	1	0	0	0	0	0
ENSG00000251229	0	0	1	0	0	0	0	0
ENSG00000251230	3	2	3	0	2	4	0	0
ENSG00000251248	0	0	0	0	0	0	0	0
ENSG00000251249	2	1	1	0	1	0	1	0
ENSG00000251252	0	0	0	0	1	2	4	4
ENSG00000251254	3	0	0	0	1	0	0	0
ENSG00000251259	5	10	2	0	2	3	4	1
ENSG00000251260	1	0	0	0	0	0	0	0
ENSG00000251271	0	0	1	0	0	0	0	0
ENSG00000251284	0	0	0	0	0	0	0	0
ENSG00000251285	0	0	0	0	0	0	0	0
ENSG00000251291	0	0	0	0	0	0	0	0
ENSG00000251292	0	0	0	0	0	0	0	0
ENSG00000251297	1	0	0	1	0	1	0	0
ENSG00000251298	0	0	0	0	0	0	0	0
ENSG00000251310	0	1	0	0	0	0	0	0
ENSG00000251317	0	0	0	0	0	1	0	0
ENSG00000251321	0	0	0	0	0	0	0	0
ENSG00000251325	0	0	0	0	0	0	0	0
ENSG00000251331	0	7	4	0	0	0	0	0
ENSG00000251332	0	0	1	0	0	0	0	0
ENSG00000251338	1	0	0	0	0	0	0	0
ENSG00000251345	0	0	0	0	0	0	0	0
ENSG00000251350	1	0	2	1	8	1	0	8
ENSG00000251353	0	1	0	0	0	0	0	0
ENSG00000251359	3	2	4	8	11	13	19	3
ENSG00000251372	0	0	0	0	0	0	0	0
ENSG00000251377	3	2	3	0	1	0	0	0
ENSG00000251379	0	0	1	0	0	0	0	1
ENSG00000251388	0	0	1	0	0	0	0	0
ENSG00000251399	0	0	0	0	0	0	0	0
ENSG00000251408	3	1	4	0	3	0	0	0
ENSG00000251411	1	3	3	3	1	5	4	1
ENSG00000251412	0	0	0	0	0	0	0	0
ENSG00000251429	8	8	14	7	23	23	15	14
ENSG00000251432	83	53	29	2	46	12	14	18
ENSG00000251434	0	0	1	0	0	0	0	0
ENSG00000251441	2	7	2	2	3	1	0	1
ENSG00000251442	66	116	116	43	105	286	219	40
ENSG00000251452	0	0	0	0	0	0	0	0
ENSG00000251455	4	17	5	0	1	2	0	0
ENSG00000251459	0	0	0	2	12	0	0	0
ENSG00000251463	1	1	3	0	0	0	0	0
ENSG00000251473	0	0	1	0	0	0	0	0
ENSG00000251482	0	0	0	0	0	0	0	0
ENSG00000251488	0	0	0	0	4	0	0	0
ENSG00000251490	0	0	0	0	0	0	0	0
ENSG00000251504	0	0	0	0	0	2	0	0
ENSG00000251517	0	0	3	0	0	1	1	0
ENSG00000251526	0	0	0	0	2	0	0	0
ENSG00000251527	1	0	0	0	0	0	0	0
ENSG00000251535	5	0	1	0	0	4	1	3
ENSG00000251555	0	0	0	0	0	0	1	0
ENSG00000251571	0	0	0	0	0	0	0	0
ENSG00000251580	51	29	15	15	13	15	61	64
ENSG00000251584	0	0	0	0	0	0	0	0
ENSG00000251586	0	0	2	0	0	0	0	0
ENSG00000251587	0	0	0	0	0	0	0	0
ENSG00000251595	36	45	13	8	15	9	27	2
ENSG00000251596	0	0	0	0	0	0	1	0
ENSG00000251598	0	0	0	0	0	0	0	0
ENSG00000251600	0	4	6	0	0	0	0	0
ENSG00000251603	15	11	3	3	3	1	1	8
ENSG00000251609	0	0	1	0	0	0	0	2
ENSG00000251611	4	0	0	0	7	0	1	1
ENSG00000251615	40	62	52	104	216	70	394	187
ENSG00000251624	1	5	0	0	0	3	2	3
ENSG00000251630	0	0	0	0	0	0	0	0
ENSG00000251632	0	1	0	0	1	0	0	0
ENSG00000251635	0	0	0	3	0	0	0	0
ENSG00000251639	0	0	0	0	0	0	0	0
ENSG00000251642	0	0	0	0	0	0	0	0
ENSG00000251643	0	0	0	0	0	0	0	0
ENSG00000251652	0	0	0	0	0	0	0	0
ENSG00000251669	37	38	27	56	73	50	101	47
ENSG00000251676	0	0	4	0	0	0	1	0
ENSG00000251679	0	0	0	0	0	0	0	0
ENSG00000251685	0	0	0	0	0	0	1	0
ENSG00000251687	0	0	0	2	0	0	0	3
ENSG00000251688	1	0	0	0	0	0	0	1
ENSG00000251689	5	3	0	0	0	0	1	1
ENSG00000251691	0	0	0	0	0	0	0	0
ENSG00000251703	0	0	0	0	0	0	0	0
ENSG00000251739	1	2	0	0	0	0	4	1
ENSG00000251758	1	0	0	0	0	0	0	0
ENSG00000251821	0	0	0	0	0	0	0	0
ENSG00000251827	0	0	0	0	1	0	0	0
